"","choice","id","pf1","pf2","pf3","pf4","cl1","cl2","cl3","cl4","loc1","loc2","loc3","loc4","wk1","wk2","wk3","wk4","tod1","tod2","tod3","tod4","seas1","seas2","seas3","seas4"
"3414",1,286,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3415",2,287,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"3416",4,287,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3417",2,287,0,7,9,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"3418",3,287,9,0,7,0,1,5,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"3419",4,287,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3420",4,287,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3421",4,287,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3422",4,287,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3423",2,287,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"3424",1,288,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3425",4,288,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3426",2,288,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3427",1,288,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3428",4,288,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3429",3,288,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3430",3,288,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3431",2,288,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3432",4,288,0,9,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"3433",4,288,9,0,7,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"3434",3,288,7,0,0,9,1,0,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"3435",3,288,0,0,7,9,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"3436",1,289,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3437",1,289,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3438",2,289,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3439",4,289,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3440",1,289,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3441",4,289,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3442",2,289,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3443",2,289,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3444",4,289,0,9,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"3445",1,289,9,0,7,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"3446",3,289,7,0,0,9,1,0,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"3447",2,289,0,0,7,9,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"3448",2,290,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"3449",4,290,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3450",2,290,0,7,9,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"3451",3,290,9,0,7,0,1,5,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"3452",4,290,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3453",4,290,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3454",4,290,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3455",4,290,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"3456",4,290,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3457",1,290,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3458",3,290,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3459",2,290,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"3460",3,291,0,9,0,7,5,0,1,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3461",1,291,0,7,0,9,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3462",2,291,0,7,0,0,1,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"3463",2,291,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3464",1,291,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3465",3,291,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3466",3,291,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"3467",1,291,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"3468",2,291,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3469",1,291,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3470",4,291,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"3471",4,291,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3472",4,292,0,7,0,9,0,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"3473",4,292,7,0,0,9,5,1,0,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
"3474",3,292,9,0,7,0,1,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3475",1,292,7,9,0,0,5,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
"3476",2,292,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"3477",2,292,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"3478",2,292,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"3479",3,292,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"3480",4,292,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"3481",4,292,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3482",4,292,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3483",1,292,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3484",4,293,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3485",4,293,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3486",3,293,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3487",4,293,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"3488",4,293,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3489",1,293,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3490",3,293,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3491",4,293,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"3492",3,293,0,9,7,0,0,1,5,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"3493",4,293,7,0,9,0,0,5,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"3494",2,293,0,9,7,0,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"3495",4,293,0,9,7,0,1,5,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"3496",1,294,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"3497",1,294,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"3498",2,294,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"3499",3,294,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"3500",2,294,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"3501",4,294,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3502",4,294,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3503",2,294,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3504",3,294,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"3505",3,294,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3506",4,294,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3507",2,294,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"3508",2,295,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"3509",3,295,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"3510",4,295,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"3511",3,295,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"3512",1,295,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"3513",3,295,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3514",4,295,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3515",3,295,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3516",3,295,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"3517",2,295,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3518",3,295,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3519",3,295,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"3520",1,296,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3521",1,296,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3522",4,296,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"3523",4,296,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"3524",1,296,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3525",1,296,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3526",3,296,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"3527",4,296,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3528",4,296,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"3529",1,296,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3530",4,296,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"3531",1,296,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"3532",3,297,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3533",2,297,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"3534",4,297,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3535",2,297,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"3536",2,297,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3537",3,297,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3538",1,297,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3539",1,297,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3540",4,297,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3541",4,297,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3542",4,297,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3543",2,297,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3544",3,298,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"3545",1,298,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"3546",4,298,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"3547",3,298,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"3548",3,298,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"3549",1,298,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3550",2,298,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3551",2,298,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3552",4,298,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"3553",3,298,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3554",4,298,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3555",4,298,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"3556",3,299,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3557",4,299,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3558",1,299,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3559",3,299,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"3560",4,299,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3561",2,299,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3562",4,299,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3563",3,299,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"3564",2,299,0,9,7,0,0,1,5,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"3565",1,299,7,0,9,0,0,5,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"3566",2,299,0,9,7,0,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"3567",3,299,0,9,7,0,1,5,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"3568",3,300,0,9,0,7,5,0,1,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3569",1,300,0,7,0,9,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3570",2,300,0,7,0,0,1,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"3571",3,300,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3572",1,300,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3573",4,300,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3574",1,300,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"3575",2,300,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"3576",2,300,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3577",1,300,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3578",1,300,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"3579",2,300,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3580",4,301,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3581",3,301,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"3582",4,301,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3583",2,301,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"3584",2,301,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3585",3,301,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3586",1,301,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3587",1,301,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3588",4,301,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3589",4,301,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3590",4,301,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3591",2,301,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3592",1,302,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3593",2,302,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3594",3,302,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"3595",4,302,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"3596",2,302,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3597",2,302,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3598",2,302,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"3599",1,302,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3600",4,302,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"3601",1,302,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3602",4,302,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"3603",2,302,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"3604",4,303,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3605",2,303,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"3606",2,303,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3607",2,303,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"3608",2,303,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3609",1,303,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3610",1,303,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3611",1,303,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3612",4,303,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3613",4,303,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3614",4,303,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3615",2,303,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3616",4,304,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3617",4,304,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"3618",3,304,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3619",1,304,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"3620",3,304,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"3621",1,304,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3622",1,304,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3623",1,304,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"3624",4,304,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"3625",3,304,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"3626",3,304,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"3627",2,304,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"3628",2,305,0,7,0,9,0,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"3629",1,305,7,0,0,9,5,1,0,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
"3630",4,305,9,0,7,0,1,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3631",4,305,7,9,0,0,5,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
"3632",1,305,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"3633",1,305,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"3634",4,305,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"3635",3,305,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"3636",4,305,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"3637",4,305,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"3638",4,305,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"3639",3,305,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3640",1,306,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3641",4,306,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"3642",2,306,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"3643",2,306,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"3644",2,306,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3645",2,306,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"3646",1,306,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"3647",2,306,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"3648",3,306,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"3649",2,306,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"3650",4,306,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"3651",3,306,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"3652",4,307,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"3653",4,307,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"3654",2,307,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"3655",1,307,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"3656",4,307,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3657",4,307,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3658",3,307,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"3659",1,307,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"3660",2,307,0,9,7,0,0,1,5,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"3661",3,307,7,0,9,0,0,5,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
